Size_m2,Bedrooms,Bathrooms,Location,YearBuilt,Price
211.26,7,1,Suburb,2018,294
298.4,13,2,City,1997,884
190.08,12,5,City,1975,696
190.27,2,1,Suburb,1970,100
174.47,12,3,Suburb,1987,492
282.52,6,4,City,1961,390
178.1,11,1,City,1979,594
267.19,6,4,City,1997,348
199.65,11,2,City,2015,660
94.67,8,4,Suburb,1998,248
187.2,4,4,Suburb,1990,148
147.16,3,2,Suburb,1982,141
227.05,12,4,Suburb,1993,384
146.42,4,3,City,1976,200
285.77,13,4,City,1983,767
218.79,4,1,Suburb,1994,180
213.12,9,1,Suburb,1982,414
267.93,10,2,Suburb,1967,380
288.28,10,2,City,2013,640
223.43,6,4,Suburb,1980,180
174.01,6,5,City,1978,420
107.95,4,1,City,1990,224
179.58,6,3,City,2009,372
184.13,6,2,City,1983,414
231.79,3,2,Suburb,2005,96
202.06,5,1,City,1967,270
270.07,7,1,City,1962,434
184.41,14,3,Suburb,1993,476
221.02,8,1,Suburb,2016,240
302.77,8,5,City,2017,448
247.31,9,3,Suburb,1994,450
220.83,3,5,Suburb,1980,96
185.16,3,3,City,2024,153
183.11,12,1,Suburb,2016,564
168.8,12,3,City,2001,744
189.15,1,4,City,2002,68
274.53,13,1,Suburb,1985,520
210.15,6,5,Suburb,1985,282
135.92,14,5,Suburb,1967,700
341.23,2,2,City,2006,108
245.82,10,3,Suburb,1996,300
132.11,9,5,City,1977,486
195.65,1,4,Suburb,1995,33
232.07,4,2,City,1961,264
337.05,2,2,Suburb,1962,96
151.8,4,4,City,1993,272
289.02,10,1,Suburb,2005,340
316.99,11,2,Suburb,2021,528
183.39,1,3,Suburb,2016,48
206.52,14,1,Suburb,1969,518
156.54,9,3,Suburb,1977,333
211.35,14,4,City,1992,714
222.41,8,5,City,1966,488
268.21,14,2,Suburb,2004,686
296.55,8,1,City,1988,440
175.49,9,2,City,1997,558
95.23,11,4,Suburb,1998,374
223.43,6,4,Suburb,1984,186
244.15,2,4,City,1976,100
241.18,7,2,City,2020,371
203.27,1,3,Suburb,2010,43
233,5,3,Suburb,1996,215
324.6,9,5,Suburb,1983,360
249.91,11,3,City,2008,594
200.21,2,2,Suburb,1980,86
191.84,14,5,City,2016,882
213.58,8,4,Suburb,2000,304
332.59,5,4,Suburb,1976,200
212.75,12,1,City,1980,792
223.52,10,3,Suburb,2023,430
193.05,4,5,City,2003,260
297.2,4,3,City,1987,248
353.87,9,2,City,1995,549
254.46,2,4,Suburb,1996,70
230.21,6,1,Suburb,2003,192
227.24,8,5,Suburb,2009,344
67.82,10,1,City,2014,670
273.88,9,3,Suburb,1969,378
233.65,5,4,Suburb,1997,155
252.97,12,3,Suburb,2008,396
177.91,11,4,Suburb,1961,550
199.46,8,3,Suburb,2003,264
197.7,13,1,City,1994,897
292.09,5,5,Suburb,1980,170
199.83,5,3,Suburb,2016,225
361.95,9,5,Suburb,1982,279
253.16,11,2,City,1991,726
140.75,11,1,Suburb,1992,517
216.28,3,3,City,1976,183
181.9,4,3,City,2001,272
80.27,13,3,Suburb,1976,429
330.08,6,3,City,2007,318
271.09,10,1,City,2007,690
259.94,7,1,City,2016,427
235.69,10,3,Suburb,2020,390
133.78,5,1,City,2003,335
192.96,3,1,Suburb,1982,111
280.2,9,3,Suburb,2012,405
155.61,3,4,City,1992,192
58.06,5,4,City,2015,290
209.87,7,3,City,1987,448
215.44,8,4,Suburb,1982,264
233.74,9,4,Suburb,2022,387
272.76,4,4,City,1966,216
266.82,11,3,City,1961,616
241.83,9,4,Suburb,2024,315
303.51,7,4,Suburb,1963,245
124.77,13,3,Suburb,1967,611
257.99,3,3,City,2008,207
266.07,4,5,City,1988,208
143.16,14,4,Suburb,2014,616
125.79,11,4,Suburb,1996,495
175.68,1,2,City,1965,65
181.25,11,2,Suburb,1983,473
274.44,3,3,City,1999,153
184.32,8,1,Suburb,1971,280
168.43,6,4,Suburb,2023,270
184.51,12,5,Suburb,2005,396
298.4,9,4,Suburb,1973,306
225.66,9,4,City,1986,576
213.03,12,5,Suburb,1996,396
217.58,5,2,Suburb,2021,215
309.83,12,1,City,1973,648
175.49,13,2,City,1998,806
311.41,7,2,City,1964,364
238.67,13,5,Suburb,1985,481
214.23,8,5,City,2012,472
389.45,5,2,Suburb,2022,190
155.24,13,3,City,1970,884
201.51,12,2,Suburb,1992,396
143.63,13,4,City,2000,858
287.53,12,2,City,1999,684
336.03,11,1,City,2005,737
334.73,12,1,Suburb,1963,360
305.37,12,5,Suburb,1970,540
211.82,1,2,City,1986,57
200.76,13,3,Suburb,1967,507
114.74,5,3,Suburb,1980,200
358.88,8,2,Suburb,1964,240
255.67,9,1,Suburb,2021,441
192.4,12,2,Suburb,1991,504
312.25,2,4,City,2017,138
160.72,3,4,Suburb,1986,108
251.58,1,2,City,1985,59
213.4,9,3,City,1999,630
266.82,3,4,City,1988,150
220.64,1,4,Suburb,1966,47
129.23,5,5,Suburb,1980,175
229.75,14,3,City,1969,728
293.85,6,5,City,2021,396
222.87,14,3,City,1967,910
275.83,3,3,City,1963,180
155.98,7,1,Suburb,1988,224
223.06,14,2,City,1971,910
183.67,10,2,City,2010,550
273.97,5,2,Suburb,1978,190
226.87,5,4,City,1990,340
270.25,13,1,Suburb,1985,559
296.45,1,4,City,1965,61
270.35,11,5,Suburb,1988,374
242.76,2,2,Suburb,1976,90
159.05,9,1,Suburb,1979,324
224.64,7,5,City,2001,399
189.71,4,2,Suburb,2006,200
202.16,13,3,City,1961,793
200.11,11,1,Suburb,1996,330
160.26,4,2,Suburb,1978,120
95.88,11,5,Suburb,2000,385
180.79,12,4,City,1975,828
237.55,5,5,Suburb,2019,205
136.01,10,5,Suburb,2016,480
225.85,10,3,Suburb,2023,470
349.87,3,4,Suburb,1964,120
292.18,3,4,City,1977,201
333.06,6,5,City,1972,372
250.56,8,3,Suburb,1995,312
301.66,5,5,Suburb,1978,185
177.07,7,1,Suburb,1990,280
182.37,1,3,Suburb,1982,47
46.45,4,3,City,1991,256
302.86,8,2,Suburb,1970,344
326.18,8,4,Suburb,1964,384
188.41,9,4,City,1972,621
208.1,8,1,Suburb,2023,248
175.12,1,2,Suburb,1994,36
250,1,1,City,1988,70
298.87,14,2,Suburb,1982,672
110,2,3,City,1975,108
251.77,5,4,Suburb,1985,240
206.52,5,2,City,1962,290
232.26,1,3,City,1982,69
255.02,9,2,Suburb,2016,414
212.38,12,3,Suburb,1968,396
217.95,8,1,Suburb,2010,384
210.7,13,3,Suburb,1992,468
288.65,11,1,City,1983,583
252.32,11,1,Suburb,2009,396
239.32,9,3,Suburb,2011,369
141.12,6,4,Suburb,1997,246
199.83,6,4,City,2003,330
284,9,1,City,2015,621
227.24,4,2,City,2004,276
268.21,12,3,City,2011,780
341.14,12,1,City,1960,600
293.2,3,1,Suburb,2023,123
230.96,6,5,Suburb,1967,276
191.1,5,3,Suburb,2002,250
56.67,12,3,City,1967,612
213.68,2,3,Suburb,1988,78
203.36,12,3,City,1972,672
250.47,12,2,City,1960,708
214.7,8,2,City,1988,472
203.74,1,3,City,2009,57
107.58,13,5,City,1996,767
162.86,7,3,Suburb,1960,245
256.13,12,2,Suburb,2007,576
337.8,12,3,Suburb,2014,360
218.32,2,5,Suburb,2022,78
246.38,1,2,City,1981,69
287.53,3,3,Suburb,1970,93
171.41,7,1,Suburb,1988,273
248.98,3,4,City,1962,168
176.05,4,1,City,2004,280
281.77,13,4,City,1962,767
234.77,9,5,Suburb,1973,387
244.43,11,5,Suburb,2024,495
173.26,2,1,Suburb,2016,100
271.37,1,5,City,1974,54
362.04,3,1,City,2019,177
158.4,12,1,City,2013,768
202.44,5,1,City,1961,305
240.06,2,3,City,2023,140
276.57,7,1,City,1987,364
187.94,6,5,Suburb,1962,180
46.45,13,1,City,2012,884
314.29,8,1,City,1985,472
274.9,5,1,City,1963,340
110,7,2,City,1975,462
184.78,14,4,City,2013,910
328.04,10,5,City,1975,530
320.14,9,4,City,1990,594
286.61,13,1,City,1961,780
213.21,6,4,City,2004,330
230.21,12,3,Suburb,2013,564
216.19,4,4,Suburb,2018,184
299.05,4,1,Suburb,2018,160
167.13,13,5,Suburb,1981,611
171.68,6,2,City,1993,318
291.34,6,3,Suburb,2015,276
221.85,7,2,Suburb,1993,245
315.59,7,5,City,1985,413
180.6,10,3,City,2004,700
221.2,14,5,City,1980,840
164.07,4,1,City,2002,212
225.29,12,2,Suburb,1998,576
127.46,6,1,City,1972,378
192.68,14,4,City,2001,770
130.25,7,1,City,2004,364
270.44,9,5,Suburb,2010,306
272.02,13,4,Suburb,1976,637
110.83,2,2,City,2022,132
312.62,1,1,Suburb,1966,36
389.26,7,2,City,2014,434
227.8,11,4,Suburb,1963,396
182.55,6,2,City,1990,378
410.72,14,3,Suburb,2015,588
137.96,2,5,Suburb,1963,72
226.13,4,5,Suburb,1999,160
236.62,5,3,City,2006,265
313.36,8,4,Suburb,2009,352
248.52,5,5,Suburb,1982,200
191.94,14,3,Suburb,2010,462
162.12,9,2,City,1997,540
202.25,2,2,Suburb,1968,74
158.49,3,2,City,2020,168
227.89,1,4,City,1980,68
187.66,7,1,City,1968,364
126.44,5,4,City,1984,290
307.42,14,2,City,1995,756
192.03,7,2,Suburb,2002,336
141.31,6,4,City,1987,372
213.68,8,1,Suburb,2023,280
229.28,3,4,Suburb,2004,129
109.81,7,3,City,2015,434
246.66,14,4,City,2007,952
155.8,10,2,City,1967,650
337.42,5,1,Suburb,1973,195
259.29,11,5,Suburb,1974,429
198.44,11,5,Suburb,1998,528
175.68,3,2,Suburb,1984,132
217.86,3,4,Suburb,2022,138
265.15,1,3,Suburb,2018,36
223.15,9,1,Suburb,1988,396
210.52,6,1,Suburb,1962,198
228.63,3,1,Suburb,1998,96
185.06,3,2,City,1981,159
202.16,8,3,Suburb,2000,296
87.42,11,2,City,1979,715
288.93,6,1,City,1978,384
244.43,10,3,Suburb,1972,480
173.82,13,2,Suburb,1978,611
349.78,6,3,Suburb,2024,228
230.49,5,3,Suburb,1962,250
156.54,14,1,Suburb,1983,700
281.22,14,3,Suburb,1997,448
251.02,4,5,City,1961,248
250.75,10,2,City,2015,630
196.77,9,4,Suburb,1996,423
254.46,8,5,City,1963,432
207.55,4,2,City,2003,236
261.43,3,1,City,2004,174
99.31,1,4,City,2006,60
196.21,1,2,City,1985,52
338.17,5,5,City,1968,345
174.29,1,5,Suburb,2007,44
185.06,6,4,City,1990,330
195.28,4,3,City,2014,272
144.84,2,5,City,1960,134
79.34,9,2,City,2018,495
209.59,6,2,Suburb,1970,300
233.74,13,5,City,1961,832
221.29,13,3,Suburb,2005,468
215.26,1,3,City,1960,55
227.61,3,2,Suburb,1961,138
292.18,13,3,City,1972,858
212.28,9,3,City,1978,477
187.01,6,5,City,2006,396
206.24,3,4,Suburb,1960,132
262.92,5,3,Suburb,1977,150
317.73,1,2,Suburb,1991,45
183.39,7,3,Suburb,1970,259
231.33,6,3,City,1979,396
247.03,14,5,City,1967,868
159.42,6,4,Suburb,1997,234
226.13,9,2,City,1965,486
128.3,12,3,City,1961,684
108.32,10,2,City,2014,670
248.98,4,2,Suburb,1962,136
199.56,3,2,Suburb,1985,150
238.11,11,2,City,2007,583
223.62,10,2,Suburb,1967,370
160.54,14,3,Suburb,1989,672
221.85,12,1,Suburb,1986,456
143.63,6,2,Suburb,2002,246
316.43,3,3,City,1964,165
135.55,9,2,Suburb,1979,450
211.91,11,5,Suburb,2011,341
156.17,14,5,City,1980,840
262.36,13,2,Suburb,1962,533
202.99,6,4,City,2000,390
190.64,7,3,City,2023,427
280.94,11,4,Suburb,1983,506
226.68,9,5,City,2011,567
258.83,8,3,City,1961,416
160.16,2,5,Suburb,2003,96
132.29,10,2,Suburb,2000,360
231.89,14,2,Suburb,1966,490
203.83,12,2,City,1997,720
266.07,13,5,City,2004,793
219.53,1,5,City,1968,55
238.3,9,3,City,2012,522
117.89,12,1,City,1987,840
349.13,3,3,City,1978,159
213.96,14,4,Suburb,1963,588
270.72,13,5,City,1972,728
169.73,2,1,City,1970,110
245.08,3,1,Suburb,1961,135
138.98,9,4,City,1971,576
254.55,4,5,City,1996,268
201.32,3,2,City,2015,153
226.68,3,4,Suburb,2011,108
270.72,9,2,Suburb,1963,369
143.63,12,3,Suburb,1963,396
179.67,5,1,Suburb,2008,180
254.93,13,2,City,2011,832
362.97,10,1,City,1993,510
215.72,5,1,Suburb,1981,170
263.75,14,1,City,1972,966
217.76,3,1,City,2022,159
352.66,1,3,City,1974,64
109.72,11,3,Suburb,1999,484
231.05,1,3,City,1997,50
117.71,4,5,Suburb,2014,144
59.74,5,5,City,2003,310
244.33,1,1,City,2002,67
233.93,11,5,Suburb,1997,418
206.06,12,1,Suburb,1988,372
217.76,6,5,City,2015,324
428.84,13,1,Suburb,1965,572
207.82,12,2,Suburb,1968,420
258.36,3,5,City,1981,171
182,13,1,Suburb,2005,442
244.24,8,1,Suburb,1990,296
209.12,12,4,Suburb,1980,540
197.79,6,3,Suburb,1997,228
344.58,11,4,Suburb,2011,462
302.31,9,2,Suburb,1978,378
233.84,5,1,City,1969,325
73.02,13,2,Suburb,2005,637
201.04,7,1,Suburb,1997,280
402.73,6,5,City,2021,402
209.59,14,1,Suburb,2005,476
297.48,7,4,Suburb,1994,287
319.77,11,5,City,2002,649
239.23,3,2,City,1989,168
169.36,2,5,Suburb,2022,72
64.38,13,1,Suburb,1989,585
269.88,3,4,City,1988,210
171.13,3,2,Suburb,1981,120
236.35,2,5,Suburb,1994,64
142.51,4,2,City,2001,228
207.36,10,3,City,1983,620
226.96,6,1,City,1985,312
242.48,7,4,Suburb,1990,273
151.34,10,5,City,1961,630
303.61,5,3,Suburb,1998,240
185.53,10,2,City,1971,500
114.55,12,3,City,2003,612
217.58,7,5,Suburb,2002,336
227.05,9,5,City,1997,585
235.32,8,1,Suburb,1999,384
314.48,13,5,Suburb,1981,624
209.22,7,1,Suburb,2022,238
216.93,3,1,Suburb,2018,102
152.18,4,5,Suburb,1978,168
278.8,12,5,City,1979,684
236.9,4,3,City,2002,220
197.14,9,4,Suburb,2017,288
99.41,1,4,Suburb,2013,42
319.87,5,5,Suburb,1999,235
143.91,13,5,Suburb,1986,546
185.9,7,3,City,1972,392
248.42,11,1,City,2006,649
145.95,8,5,City,1982,504
126.44,14,5,City,2018,840
84.91,3,4,City,1966,180
272.3,2,3,City,2009,110
188.87,8,1,Suburb,1962,392
417.51,9,4,City,1998,468
159.33,13,2,City,1966,819
164.07,4,3,Suburb,2014,160
187.57,8,1,Suburb,1967,336
240.8,11,2,Suburb,1991,528
193.8,2,1,Suburb,1978,78
265.15,9,4,Suburb,1971,333
160.35,1,3,City,2016,70
133.78,14,1,Suburb,1969,448
106.37,13,3,Suburb,1980,520
78.41,13,5,Suburb,1979,585
190.64,6,3,City,1963,420
204.94,1,3,Suburb,1978,47
183.2,6,4,Suburb,1988,300
306.67,9,1,City,2023,486
305.65,8,1,Suburb,1970,256
202.71,10,1,City,1992,560
106.65,2,4,City,1984,140
187.48,10,3,Suburb,1992,350
185.25,9,2,City,1985,567
181.53,4,4,Suburb,1995,148
178.84,6,1,Suburb,1970,228
181.72,14,1,Suburb,1989,434
199.37,8,2,City,2016,528
182.93,11,5,City,1969,704
238.48,5,3,City,1984,315
248.52,3,4,City,2016,177
164.81,13,4,City,1993,754
308.53,13,1,Suburb,2013,507
160.26,7,2,Suburb,2010,280
118.27,10,2,Suburb,1965,380
249.82,14,2,City,2018,868
170.94,1,2,City,2013,53
245.91,13,2,City,1976,767
66.52,3,5,Suburb,1985,102
316.52,1,3,Suburb,1968,45
269.05,2,3,City,1961,132
125.98,8,5,Suburb,1979,296
127.37,12,1,City,1965,732
334.92,5,5,Suburb,2014,235
176.24,10,2,City,2007,670
169.83,10,1,City,2017,500
75.53,13,3,Suburb,2001,390
201.69,2,1,Suburb,1980,98
209.77,10,1,City,1965,540
271.93,13,5,Suburb,1989,624
132.67,12,4,Suburb,1982,480
124.68,2,4,Suburb,1995,82
254.46,14,3,City,1962,966
291.07,2,2,Suburb,1993,74
121.33,10,2,Suburb,1989,370
295.99,3,2,Suburb,2001,99
227.24,3,1,Suburb,1980,99
296.64,4,3,City,1963,248
220.18,14,2,City,2008,924
58.71,12,3,City,2007,840
214.79,6,4,Suburb,2010,270
294.6,1,5,City,1983,66
165.92,13,5,Suburb,2005,481
199.28,9,5,City,1986,450
213.21,2,2,City,2010,112
46.45,11,3,Suburb,1979,429
334.82,4,3,Suburb,1977,132
165.46,7,4,Suburb,1967,252
258.08,5,3,City,1986,350
219.07,10,3,Suburb,1973,450
307.6,14,5,Suburb,1977,518
251.49,14,3,Suburb,2024,588
209.31,3,1,City,1990,183
165.92,3,5,Suburb,1979,135
277.32,14,5,City,2004,910
101.45,4,1,City,1960,220
267.28,10,2,Suburb,1978,430
152.45,7,4,Suburb,1998,294
307.23,3,5,Suburb,1986,108
235.42,7,3,Suburb,2015,287
267.19,14,2,City,1975,868
230.21,8,5,Suburb,1966,328
109.44,14,3,Suburb,1979,672
168.15,9,3,City,1990,594
269.05,8,2,City,1984,528
235.79,5,2,Suburb,1960,215
302.59,3,1,Suburb,1976,114
251.3,1,3,Suburb,1986,40
161.09,9,4,Suburb,1983,396
172.34,7,3,Suburb,2021,266
231.61,3,2,City,2011,168
72.37,7,1,City,2010,357
335.01,9,2,City,2016,621
253.9,3,4,Suburb,2014,144
305.56,1,1,Suburb,2012,30
120.68,7,5,Suburb,1978,252
306.77,9,4,Suburb,1972,414
371.7,13,2,City,1988,741
137.78,6,3,City,1965,372
275.55,14,1,Suburb,1960,574
224.83,13,5,Suburb,1983,598
123.1,13,4,Suburb,1965,572
257.25,1,4,City,2007,53
279.64,11,1,City,1979,748
185.25,7,2,Suburb,2014,301
301.56,9,5,Suburb,1977,369
115.01,12,4,City,1980,840
126.35,7,5,Suburb,2023,336
233.74,2,5,City,1996,112
226.5,6,4,Suburb,1978,234
177.63,1,5,City,2015,51
278.06,13,4,Suburb,2021,507
259.76,9,1,City,1977,450
281.31,14,1,City,1989,770
216.65,6,4,Suburb,2015,180
264.49,13,1,City,2001,897
195.47,8,1,Suburb,2012,280
360,4,2,City,2009,228
171.31,1,4,Suburb,1963,35
363.44,2,1,Suburb,2022,60
227.05,6,5,City,2015,390
134.24,11,5,Suburb,2008,506
314.85,10,3,Suburb,1981,400
233.09,11,2,Suburb,1971,528
280.85,14,2,Suburb,2008,574
305.37,13,5,City,1972,897
247.03,11,3,City,1992,693
185.81,2,4,Suburb,2006,78
289.02,8,4,City,2023,512
224.83,1,3,Suburb,1976,40
269.98,3,4,Suburb,1993,132
82.96,13,1,Suburb,1998,546
254.18,9,2,City,1960,540
182.74,2,2,Suburb,1964,88
333.61,9,3,Suburb,1999,279
265.8,12,4,City,2022,708
240.62,9,5,Suburb,1960,450
256.78,12,5,City,1994,792
159.05,2,2,City,1976,110
331.66,8,5,City,2019,496
355.91,7,3,Suburb,1960,315
250.65,3,5,Suburb,1963,90
329.53,10,4,Suburb,1968,470
187.29,8,2,Suburb,2004,384
172.34,14,1,Suburb,1991,420
227.52,10,1,Suburb,1973,490
253.44,2,1,Suburb,2010,64
198.81,14,1,Suburb,1982,476
260.22,3,5,Suburb,2005,93
244.99,10,2,Suburb,1986,310
159.05,9,4,Suburb,1995,432
258.92,11,4,Suburb,1991,451
281.68,9,4,City,2001,576
236.07,7,1,City,2009,434
300.73,11,3,Suburb,2016,341
144.65,5,4,Suburb,2023,220
255.58,14,3,City,2005,742
147.72,1,1,City,2013,65
151.43,6,4,Suburb,2012,186
183.2,9,1,Suburb,1988,342
162.77,3,4,Suburb,1996,150
188.69,13,1,Suburb,1973,455
210.7,3,1,Suburb,1986,99
279.92,6,4,City,1964,420
203.64,5,2,Suburb,2003,150
120.4,2,2,City,1974,134
299.89,4,5,City,1960,212
169.64,9,2,Suburb,1983,306
220.92,13,2,Suburb,2021,650
254.18,2,1,City,2016,122
237.92,1,1,Suburb,1979,33
296.83,14,3,City,2017,826
256.32,2,3,City,1973,100
168.06,7,5,Suburb,2012,280
368.27,8,5,Suburb,1994,368
237.55,5,4,Suburb,2021,165
215.07,6,5,City,2020,348
288.28,10,5,City,1978,620
241.18,13,2,City,2001,819
251.12,11,4,Suburb,2003,363
388.89,1,1,City,1960,64
206.71,10,2,Suburb,2005,360
203.83,13,1,Suburb,2010,559
232.44,7,3,City,1991,399
295.34,7,2,Suburb,1978,266
125.6,2,3,City,1998,136
95.32,11,5,Suburb,1973,440
186.08,7,3,Suburb,1988,238
117.15,5,2,City,2001,345
196.77,8,1,Suburb,1973,248
257.9,13,5,City,1970,819
166.11,5,2,Suburb,2006,165
130.81,13,1,City,1983,650
229.38,6,4,City,1981,354
281.59,4,3,Suburb,2008,164
113.16,3,2,Suburb,2014,120
278.8,13,5,City,2014,832
278.62,6,5,City,1994,300
287.63,7,3,City,2003,371
305,9,2,City,1995,630
369.75,13,1,Suburb,1974,585
201.32,12,1,Suburb,2004,468
231.98,9,3,Suburb,2021,405
197.33,1,1,Suburb,2009,42
224.92,1,1,Suburb,1972,50
325.72,4,5,City,1990,252
136.2,5,4,City,1964,285
168.06,4,1,Suburb,1967,180
315.5,5,1,Suburb,1972,180
291.99,2,5,City,2000,108
200.86,10,2,Suburb,1976,460
281.03,14,4,Suburb,1991,588
247.21,5,1,City,1964,260
323.58,13,5,Suburb,1968,611
229.66,1,2,Suburb,1993,30
292.37,4,2,Suburb,1960,128
398.74,1,1,Suburb,1999,46
264.22,9,1,City,2013,540
228.08,9,1,Suburb,1991,351
272.39,13,5,Suburb,2009,468
200.76,5,3,City,2018,345
382.02,1,3,City,2021,65
236.62,8,3,City,1970,520
206.8,12,4,Suburb,1982,564
169.73,6,1,City,1985,360
297.01,11,1,City,2022,627
281.87,10,1,Suburb,2005,460
192.03,14,1,City,1965,756
262.73,7,4,Suburb,2010,322
125.42,12,4,Suburb,2002,444
237,10,4,Suburb,2001,470
254.65,11,2,City,1972,682
337.24,1,3,Suburb,1984,42
174.01,11,5,City,1961,649
140.66,14,2,City,1973,952
165.83,14,3,Suburb,1976,420
136.75,1,4,Suburb,1999,46
312.8,6,1,City,1998,354
326.74,5,3,Suburb,1984,175
245.91,1,5,City,2007,52
305.19,6,3,City,2008,318
233.65,8,2,City,1992,528
218.51,12,2,City,1986,840
202.9,1,3,City,2004,51
204.39,4,5,City,1990,204
122.91,10,1,Suburb,2022,440
242.2,2,5,City,1997,138
222.13,9,1,City,1999,585
273.88,7,2,Suburb,2017,245
230.96,11,2,Suburb,2024,385
214.05,2,4,City,1970,102
167.41,13,3,City,1974,858
229.56,8,1,City,2016,552
273.41,2,1,Suburb,1984,78
149.48,6,4,City,1998,324
230.59,2,1,City,1992,140
240.15,1,4,Suburb,1988,39
177.54,4,2,Suburb,2017,196
186.08,2,3,Suburb,1970,78
239.97,8,5,City,1972,560
150.13,12,2,Suburb,1980,456
247.87,10,3,City,1962,560
165.83,3,5,Suburb,1985,129
294.78,3,5,Suburb,1992,132
378.77,9,3,City,1981,450
168.15,4,1,City,2021,252
259.94,7,2,Suburb,1964,210
176.89,6,1,City,1978,354
293.29,13,1,City,1968,728
141.49,7,3,Suburb,2017,350
256.41,13,5,City,1983,767
167.32,13,5,City,1998,689
211.17,4,1,Suburb,2020,124
156.91,6,1,City,2007,336
278.89,7,2,City,2009,350
169.64,14,4,City,2021,924
261.15,9,1,Suburb,2012,351
202.16,3,5,City,1980,201
217.21,12,1,City,1997,648
234.49,2,2,City,2018,116
174.66,11,1,City,2002,594
238.67,14,5,City,1976,980
325.53,5,5,Suburb,2003,250
173.54,4,5,City,2022,212
301.93,1,4,Suburb,1982,36
323.4,13,4,City,1985,793
171.03,14,5,Suburb,2007,434
128.95,4,2,City,2006,272
244.71,5,2,Suburb,2005,155
188.78,9,2,City,1988,459
347.83,3,4,City,1993,180
227.05,3,5,City,1969,162
171.96,12,1,City,1979,744
149.3,2,2,Suburb,1993,100
296.55,6,2,City,1972,378
187.2,4,1,City,1969,212
227.71,1,2,City,2004,64
287.72,6,1,City,1967,414
192.87,1,1,Suburb,1964,37
221.76,14,1,City,1979,854
223.71,3,1,City,2003,156
269.79,8,5,City,2017,560
263.66,10,2,City,1979,510
210.33,11,5,Suburb,1999,352
229.01,1,5,City,1975,59
200.3,13,3,Suburb,1963,650
127.46,7,5,City,1969,413
241.73,13,2,Suburb,2010,520
349.41,10,3,Suburb,2007,330
166.58,1,3,City,1979,61
173.91,3,1,City,1991,180
167.41,12,3,City,2019,768
272.48,4,3,City,1970,228
254.28,10,2,Suburb,1979,410
214.33,13,3,Suburb,1982,520
164.35,14,2,Suburb,1994,420
230.86,4,5,Suburb,1976,148
121.8,4,1,City,1969,212
234.21,13,1,City,1997,676
282.15,7,1,Suburb,1991,343
142.42,13,4,City,2013,663
123.84,2,2,Suburb,2016,86
328.78,9,4,Suburb,1984,315
184.51,6,2,Suburb,1973,216
299.61,7,3,City,2004,413
214.61,11,2,Suburb,2003,495
214.14,7,2,Suburb,1997,287
253.63,13,5,Suburb,1995,442
166.58,14,5,City,1998,910
233.56,7,2,City,1998,434
199.65,1,3,Suburb,1972,32
137.87,5,2,City,1993,250
247.03,8,2,City,1974,536
207.45,7,5,City,2017,350
214.42,9,1,City,2018,567
145.11,2,4,Suburb,2011,100
329.62,7,3,Suburb,1964,273
282.52,9,3,Suburb,2002,414
288.28,6,1,Suburb,1967,264
204.67,13,1,City,2022,871
110.93,1,4,Suburb,1994,50
353.4,7,3,City,1991,385
220.74,13,5,Suburb,1983,442
175.49,1,5,Suburb,2009,33
252.23,9,4,City,2018,567
301.66,9,3,Suburb,2024,414
223.25,5,2,City,1997,265
309,1,5,Suburb,1997,45
296.08,8,1,Suburb,1980,312
153.94,12,2,City,1982,732
180.42,4,4,Suburb,2005,196
287.81,2,1,City,1989,136
46.45,9,3,City,1999,621
214.98,7,2,Suburb,2001,252
130.53,9,4,Suburb,1977,306
193.42,8,2,City,2018,488
205.13,13,3,Suburb,1972,468
201.23,10,1,Suburb,1980,480
188.41,3,4,City,2020,192
152.55,1,3,City,1997,56
375.7,13,5,Suburb,1999,520
347.74,14,2,City,1986,910
148.27,14,4,Suburb,2017,462
328.97,14,2,Suburb,2002,672
198.44,5,5,Suburb,1979,185
233.28,10,3,City,1994,530
220.64,4,1,City,2014,244
181.35,14,4,Suburb,1999,616
289.58,9,3,City,2005,621
233.09,6,1,City,2001,360
193.42,8,5,City,1977,488
138.89,11,2,City,1974,759
165.92,10,5,City,1972,630
116.69,5,1,Suburb,2016,230
225.57,8,1,City,1968,472
145.95,11,5,City,1975,594
207.27,14,3,City,1961,854
315.03,7,5,Suburb,1975,343
303.79,12,5,Suburb,1960,588
222.69,12,3,City,1985,612
219.07,5,5,Suburb,2003,230
348.57,5,3,City,1964,260
259.11,2,4,Suburb,1980,66
203.18,10,3,Suburb,1994,400
130.9,10,5,City,2013,560
250.75,13,1,Suburb,2009,533
279.36,11,3,City,2003,704
183.2,1,2,City,1963,66
243.96,7,2,Suburb,2001,231
200.86,6,2,Suburb,2000,192
212.65,9,3,Suburb,1995,441
60.94,10,1,City,1983,570
210.15,2,2,City,1964,134
288.65,7,4,City,2016,357
183.2,7,4,Suburb,1970,217
228.26,9,3,Suburb,2004,306
175.03,1,5,Suburb,1981,37
248.52,4,3,Suburb,1970,124
210.52,2,4,City,1997,122
162.95,3,4,Suburb,2018,132
312.53,1,5,City,1963,52
285.96,6,1,City,1969,354
184.97,6,1,City,1978,324
257.53,12,1,Suburb,1987,588
260.22,4,2,Suburb,1976,148
267.1,10,2,Suburb,1983,470
113.25,12,4,Suburb,1960,600
291.07,8,2,Suburb,1964,280
187.29,13,3,Suburb,1991,416
201.23,1,4,Suburb,2012,42
